,0,1
4080,D5,player 1
4081,D3,player 1
4082,Tie,Tie
4083,S13,Player 2
4084,S10,Player 2
4085,S7,player 1
4086,S12,Player 2
4087,D11,player 1
4088,D13,player 1
4089,C11,player 1
4090,D10,player 1
4091,D12,player 1
4092,C4,player 1
4093,D12,Player 2
4094,C5,player 1
4095,C13,player 1
4096,D12,player 1
4097,S13,player 1
4098,C6,Player 2
4099,H8,player 1
4100,H12,player 1
4101,C8,Player 2
4102,C8,Player 2
4103,C4,Player 2
4104,H5,Player 2
4105,D8,Player 2
4106,H8,player 1
4107,S9,player 1
4108,C11,player 1
4109,C9,player 1
4110,S4,Player 2
4111,C11,player 1
4112,H13,Player 2
4113,S12,Player 2
4114,S13,Player 2
4115,C13,player 1
4116,S4,player 1
4117,D6,Player 2
4118,H6,player 1
4119,H7,player 1
4120,S12,player 1
4121,H10,player 1
4122,H10,player 1
4123,D9,player 1
4124,H10,Player 2
4125,H5,Player 2
4126,C13,Player 2
4127,Tie,Tie
4128,C9,player 1
4129,C6,player 1
4130,D11,Player 2
4131,D10,player 1
4132,H5,player 1
4133,H12,player 1
4134,C7,Player 2
4135,H3,Player 2
4136,D5,player 1
4137,C13,Player 2
4138,H10,Player 2
4139,D13,Player 2
4140,D7,player 1
4141,H5,Player 2
4142,H5,player 1
4143,C13,Player 2
4144,C12,Player 2
4145,C13,Player 2
4146,D7,player 1
4147,S11,Player 2
4148,H12,player 1
4149,S8,player 1
4150,C6,Player 2
4151,S10,player 1
4152,C10,player 1
4153,C2,player 1
4154,D13,Player 2
4155,H12,Player 2
4156,D9,player 1
4157,H9,player 1
4158,C13,Player 2
4159,C11,player 1
4160,C7,Player 2
4161,D7,Player 2
4162,D9,player 1
4163,D10,Player 2
4164,S11,Player 2
4165,D7,player 1
4166,C7,Player 2
4167,S10,Player 2
4168,S8,player 1
4169,D4,Player 2
4170,H10,player 1
4171,C8,Player 2
4172,C8,player 1
4173,D3,Player 2
4174,H6,Player 2
4175,S13,player 1
4176,D10,player 1
4177,H13,Player 2
4178,C3,Player 2
4179,C6,Player 2
4180,H7,player 1
4181,C13,Player 2
4182,S7,Player 2
4183,H13,player 1
4184,S12,Player 2
4185,S10,player 1
4186,H10,player 1
4187,D4,player 1
4188,Tie,Tie
4189,D13,player 1
4190,C8,player 1
4191,D13,player 1
4192,H12,player 1
4193,S10,Player 2
4194,S9,player 1
4195,D12,Player 2
4196,H10,Player 2
4197,C6,player 1
4198,H9,Player 2
4199,H5,Player 2
4200,S13,player 1
4201,S9,player 1
4202,D12,player 1
4203,S13,player 1
4204,D11,Player 2
4205,H8,player 1
4206,S6,player 1
4207,Tie,Tie
4208,S13,player 1
4209,C6,Player 2
4210,D11,player 1
4211,S8,Player 2
4212,D8,player 1
4213,C6,Player 2
4214,H11,player 1
4215,S4,player 1
4216,D11,player 1
4217,C12,player 1
4218,C13,player 1
4219,D10,Player 2
4220,D6,player 1
4221,D13,player 1
4222,S13,Player 2
4223,C10,player 1
4224,S12,player 1
4225,S9,Player 2
4226,C8,player 1
4227,S9,Player 2
4228,C13,Player 2
4229,H9,Player 2
4230,C9,player 1
4231,C11,Player 2
4232,D8,player 1
4233,H13,Player 2
4234,H4,player 1
4235,H11,Player 2
4236,H7,player 1
4237,D7,Player 2
4238,S10,Player 2
4239,S12,Player 2
4240,C5,Player 2
4241,S10,Player 2
4242,S12,Player 2
4243,C12,player 1
4244,H7,Player 2
4245,C4,player 1
4246,S9,Player 2
4247,S13,Player 2
4248,C11,player 1
4249,H10,Player 2
4250,S13,Player 2
4251,H9,player 1
4252,D6,player 1
4253,S11,Player 2
4254,S12,player 1
4255,C10,player 1
4256,D11,Player 2
4257,Tie,Tie
4258,C8,player 1
4259,S10,player 1
4260,H6,player 1
4261,D9,Player 2
4262,D9,player 1
4263,S10,Player 2
4264,C9,player 1
4265,D12,Player 2
4266,D8,Player 2
4267,D13,Player 2
4268,S13,player 1
4269,S13,player 1
4270,C9,player 1
4271,D13,player 1
4272,C11,Player 2
4273,S9,Player 2
4274,H11,Player 2
4275,H9,Player 2
4276,S7,player 1
4277,S9,player 1
4278,H11,Player 2
4279,H12,Player 2
4280,C11,player 1
4281,C11,Player 2
4282,C8,player 1
4283,H13,Player 2
4284,H5,Player 2
4285,H13,player 1
4286,D10,Player 2
4287,D9,player 1
4288,D10,Player 2
4289,D6,player 1
4290,S11,player 1
4291,S12,Player 2
4292,D11,player 1
4293,D12,player 1
4294,S8,player 1
4295,D10,player 1
4296,D7,player 1
4297,S4,player 1
4298,C8,player 1
4299,H12,player 1
4300,D11,Player 2
4301,D10,player 1
4302,H13,Player 2
4303,S13,Player 2
4304,H12,player 1
4305,D11,Player 2
4306,C8,player 1
4307,D12,Player 2
4308,C12,Player 2
4309,H12,Player 2
4310,D11,player 1
4311,H13,player 1
4312,D4,Player 2
4313,Tie,Tie
4314,D13,player 1
4315,H13,player 1
4316,H11,Player 2
4317,C9,player 1
4318,C3,Player 2
4319,H10,player 1
4320,C12,player 1
4321,H8,player 1
4322,C10,Player 2
4323,Tie,Tie
4324,C8,Player 2
4325,D11,Player 2
4326,D8,player 1
4327,S8,Player 2
4328,Tie,Tie
4329,Tie,Tie
4330,S3,player 1
4331,C11,Player 2
4332,C9,player 1
4333,D10,player 1
4334,S5,player 1
4335,C13,Player 2
4336,H9,Player 2
4337,H7,Player 2
4338,D7,player 1
4339,H4,Player 2
4340,D12,Player 2
4341,S4,Player 2
4342,S7,player 1
4343,D4,Player 2
4344,C12,player 1
4345,H11,Player 2
4346,H12,player 1
4347,C10,player 1
4348,S13,player 1
4349,C10,Player 2
4350,Tie,Tie
4351,D10,Player 2
4352,Tie,Tie
4353,D11,Player 2
4354,S11,Player 2
4355,C10,Player 2
4356,S11,Player 2
4357,Tie,Tie
4358,S11,player 1
4359,S12,player 1
4360,C12,player 1
4361,D9,Player 2
4362,H13,Player 2
4363,Tie,Tie
4364,S10,player 1
4365,C13,Player 2
4366,C6,Player 2
4367,H10,Player 2
4368,C8,player 1
4369,S12,Player 2
4370,C2,player 1
4371,C13,player 1
4372,C8,player 1
4373,Tie,Tie
4374,D12,player 1
4375,S9,Player 2
4376,Tie,Tie
4377,C9,Player 2
4378,C3,player 1
4379,C2,player 1
4380,H11,Player 2
4381,C12,player 1
4382,D12,Player 2
4383,D8,Player 2
4384,C13,player 1
4385,Tie,Tie
4386,C10,Player 2
4387,C8,player 1
4388,D7,player 1
4389,H12,Player 2
4390,D11,Player 2
4391,H11,Player 2
4392,S9,player 1
4393,D12,Player 2
4394,C11,player 1
4395,C9,player 1
4396,S9,player 1
4397,C6,player 1
4398,H4,player 1
4399,C7,player 1
4400,Tie,Tie
4401,C3,Player 2
4402,S10,player 1
4403,C7,player 1
4404,S8,player 1
4405,H8,player 1
4406,H6,player 1
4407,C9,Player 2
4408,H13,Player 2
4409,S8,Player 2
4410,D10,Player 2
4411,D9,player 1
4412,D11,Player 2
4413,S11,Player 2
4414,D12,player 1
4415,S11,player 1
4416,C3,Player 2
4417,S10,player 1
4418,D11,Player 2
4419,C11,player 1
4420,H11,Player 2
4421,H9,player 1
4422,S6,Player 2
4423,D7,Player 2
4424,D13,Player 2
4425,D4,player 1
4426,H13,player 1
4427,S13,Player 2
4428,H5,player 1
4429,C9,player 1
4430,C6,player 1
4431,S13,player 1
4432,D12,Player 2
4433,S7,Player 2
4434,S10,Player 2
4435,H12,player 1
4436,C6,Player 2
4437,C10,player 1
4438,D7,player 1
4439,H12,Player 2
4440,H8,Player 2
4441,D3,player 1
4442,C9,Player 2
4443,D10,Player 2
4444,C2,Player 2
4445,Tie,Tie
4446,S8,player 1
4447,D13,Player 2
4448,C9,Player 2
4449,H11,Player 2
4450,C12,player 1
4451,C12,Player 2
4452,D8,Player 2
4453,S13,Player 2
4454,S11,Player 2
4455,S13,player 1
4456,Tie,Tie
4457,D8,Player 2
4458,C9,player 1
4459,S13,player 1
4460,D8,player 1
4461,C3,player 1
4462,H12,Player 2
4463,S10,Player 2
4464,C12,Player 2
4465,D13,player 1
4466,D13,player 1
4467,C2,player 1
4468,D10,Player 2
4469,H2,Player 2
4470,H11,player 1
4471,Tie,Tie
4472,C12,Player 2
4473,S7,player 1
4474,H13,player 1
4475,C8,player 1
4476,S3,Player 2
4477,D6,player 1
4478,H7,Player 2
4479,H3,player 1
4480,H6,Player 2
4481,C12,Player 2
4482,Tie,Tie
4483,S9,player 1
4484,C12,player 1
4485,C11,Player 2
4486,D10,Player 2
4487,H8,player 1
4488,D3,player 1
4489,H11,Player 2
4490,D10,Player 2
4491,D13,Player 2
4492,D12,Player 2
4493,C11,player 1
4494,S2,player 1
4495,D12,Player 2
4496,C8,Player 2
4497,H10,Player 2
4498,H8,Player 2
4499,H4,Player 2
4500,H13,Player 2
4501,D3,player 1
4502,D6,Player 2
4503,S9,player 1
4504,S13,player 1
4505,H8,player 1
4506,S11,Player 2
4507,C7,player 1
4508,C8,Player 2
4509,H9,player 1
4510,D8,player 1
4511,S3,player 1
4512,D10,player 1
4513,C11,Player 2
4514,H12,Player 2
4515,C11,Player 2
4516,H11,player 1
4517,H8,Player 2
4518,H9,Player 2
4519,S9,Player 2
4520,D13,Player 2
4521,H5,player 1
4522,Tie,Tie
4523,S7,player 1
4524,S12,player 1
4525,D9,Player 2
4526,H5,player 1
4527,C9,Player 2
4528,S10,Player 2
4529,C5,Player 2
4530,D11,Player 2
4531,H10,player 1
4532,H10,player 1
4533,D13,player 1
4534,S12,player 1
4535,H12,Player 2
4536,S7,Player 2
4537,S11,Player 2
4538,H7,Player 2
4539,S6,player 1
4540,H11,player 1
4541,S8,Player 2
4542,D2,player 1
4543,D8,Player 2
4544,S11,Player 2
4545,H9,player 1
4546,C13,Player 2
4547,D8,player 1
4548,H12,player 1
4549,D5,Player 2
4550,S13,Player 2
4551,S7,Player 2
4552,C9,Player 2
4553,D10,player 1
4554,D13,Player 2
4555,D11,player 1
4556,C13,Player 2
4557,H10,player 1
4558,D4,player 1
4559,S8,Player 2
4560,D13,Player 2
4561,H12,player 1
4562,H11,Player 2
4563,H6,Player 2
4564,Tie,Tie
4565,D8,player 1
4566,D11,player 1
4567,C13,Player 2
4568,D8,player 1
4569,C7,Player 2
4570,D11,Player 2
4571,C13,player 1
4572,D5,Player 2
4573,C9,player 1
4574,S8,player 1
4575,S12,Player 2
4576,S8,player 1
4577,S5,Player 2
4578,H13,Player 2
4579,C5,Player 2
4580,S13,Player 2
4581,H13,player 1
4582,D13,player 1
4583,S13,Player 2
4584,H12,Player 2
4585,D13,player 1
4586,S11,player 1
4587,C7,Player 2
4588,H5,Player 2
4589,C11,Player 2
4590,S6,Player 2
4591,C13,Player 2
4592,D10,player 1
4593,H9,Player 2
4594,D7,Player 2
4595,S13,player 1
4596,D10,Player 2
4597,H11,Player 2
4598,H11,player 1
4599,C9,Player 2
4600,D13,player 1
4601,Tie,Tie
4602,Tie,Tie
4603,S9,Player 2
4604,H11,Player 2
4605,C11,player 1
4606,S9,player 1
4607,S12,Player 2
4608,S13,Player 2
4609,H10,Player 2
4610,S12,Player 2
4611,C12,Player 2
4612,C11,Player 2
4613,H12,player 1
4614,D4,player 1
4615,D10,Player 2
4616,S12,player 1
4617,D13,player 1
4618,H5,Player 2
4619,C12,player 1
4620,D4,Player 2
4621,H11,Player 2
4622,Tie,Tie
4623,C4,player 1
4624,C13,player 1
4625,D13,player 1
4626,C9,Player 2
4627,D6,player 1
4628,S13,player 1
4629,C10,player 1
4630,H12,Player 2
4631,H5,Player 2
4632,S7,Player 2
4633,H7,Player 2
4634,S11,Player 2
4635,C9,player 1
4636,H10,Player 2
4637,D8,player 1
4638,H6,player 1
4639,C9,Player 2
4640,H13,player 1
4641,S6,player 1
4642,D6,Player 2
4643,S8,player 1
4644,H5,Player 2
4645,H10,Player 2
4646,H13,Player 2
4647,C13,player 1
4648,S7,Player 2
4649,C10,player 1
4650,H5,Player 2
4651,S2,Player 2
4652,Tie,Tie
4653,S5,player 1
4654,C12,player 1
4655,H10,player 1
4656,D13,player 1
4657,S11,player 1
4658,S8,player 1
4659,S11,Player 2
4660,S10,Player 2
4661,C6,player 1
4662,C13,Player 2
4663,H11,Player 2
4664,D12,player 1
4665,S11,Player 2
4666,D10,Player 2
4667,D3,Player 2
4668,H5,Player 2
4669,C4,player 1
4670,C12,Player 2
4671,C12,Player 2
4672,D12,Player 2
4673,Tie,Tie
4674,S11,player 1
4675,H11,Player 2
4676,C10,Player 2
4677,C13,player 1
4678,H9,player 1
4679,D13,Player 2
4680,H11,Player 2
4681,H13,player 1
4682,D5,player 1
4683,S11,Player 2
4684,D10,Player 2
4685,H9,player 1
4686,C6,player 1
4687,S11,Player 2
4688,S13,Player 2
4689,H4,Player 2
4690,S10,Player 2
4691,Tie,Tie
4692,C12,player 1
4693,D5,player 1
4694,D11,Player 2
4695,D6,Player 2
4696,H9,player 1
4697,C11,Player 2
4698,D3,Player 2
4699,D6,Player 2
4700,D9,player 1
4701,S13,player 1
4702,C7,player 1
4703,S9,Player 2
4704,C12,Player 2
4705,D12,Player 2
4706,Tie,Tie
4707,D11,Player 2
4708,D4,player 1
4709,H13,Player 2
4710,H2,Player 2
4711,D9,player 1
4712,D9,player 1
4713,D7,Player 2
4714,S12,Player 2
4715,H8,Player 2
4716,H13,player 1
4717,S5,player 1
4718,D7,player 1
4719,D8,player 1
4720,H6,player 1
4721,H10,player 1
4722,D10,player 1
4723,D10,player 1
4724,D9,Player 2
4725,D9,player 1
4726,S9,Player 2
4727,D12,player 1
4728,S12,player 1
4729,H8,player 1
4730,S13,player 1
4731,H7,player 1
4732,S9,Player 2
4733,D10,Player 2
4734,D13,Player 2
4735,Tie,Tie
4736,C11,player 1
4737,S8,player 1
4738,S12,player 1
4739,S12,player 1
4740,C7,Player 2
4741,C11,player 1
4742,D9,Player 2
4743,D12,player 1
4744,S10,player 1
4745,S6,Player 2
4746,S7,Player 2
4747,D8,player 1
4748,S12,player 1
4749,D5,Player 2
4750,D7,Player 2
4751,C10,player 1
4752,H8,Player 2
4753,D13,Player 2
4754,H13,Player 2
4755,D10,Player 2
4756,Tie,Tie
4757,H13,player 1
4758,S8,player 1
4759,Tie,Tie
4760,S10,Player 2
4761,D5,Player 2
4762,C7,Player 2
4763,D8,Player 2
4764,H11,Player 2
4765,D13,Player 2
4766,S11,Player 2
4767,S6,player 1
4768,H10,Player 2
4769,S13,player 1
4770,S11,Player 2
4771,S7,Player 2
4772,H2,Player 2
4773,S12,Player 2
4774,H9,player 1
4775,C7,player 1
4776,D5,Player 2
4777,H12,Player 2
4778,H6,Player 2
4779,D13,Player 2
4780,C13,Player 2
4781,H12,Player 2
4782,H9,player 1
4783,S13,player 1
4784,H13,Player 2
4785,C9,Player 2
4786,D10,Player 2
4787,D4,player 1
4788,H12,player 1
4789,H11,player 1
4790,C3,player 1
4791,D13,Player 2
4792,S7,Player 2
4793,H7,player 1
4794,H10,Player 2
4795,D10,Player 2
4796,H3,player 1
4797,S11,player 1
4798,H9,player 1
4799,H7,Player 2
4800,S10,Player 2
4801,S10,Player 2
4802,C10,player 1
4803,D7,Player 2
4804,H8,player 1
4805,C12,Player 2
4806,D13,player 1
4807,S13,player 1
4808,S10,Player 2
4809,S9,Player 2
4810,H4,player 1
4811,D9,player 1
4812,D13,Player 2
4813,H11,player 1
4814,D8,Player 2
4815,C11,player 1
4816,D11,player 1
4817,H5,player 1
4818,H10,player 1
4819,S13,player 1
4820,C7,player 1
4821,S13,Player 2
4822,H11,Player 2
4823,S6,Player 2
4824,D6,Player 2
4825,S7,Player 2
4826,Tie,Tie
4827,H12,player 1
4828,D10,player 1
4829,S12,player 1
4830,C11,player 1
4831,C9,Player 2
4832,H11,player 1
4833,S5,Player 2
4834,Tie,Tie
4835,S10,Player 2
4836,D7,Player 2
4837,S11,player 1
4838,H11,player 1
4839,H13,Player 2
4840,S13,player 1
4841,Tie,Tie
4842,D7,player 1
4843,H5,Player 2
4844,D9,Player 2
4845,D13,Player 2
4846,S6,player 1
4847,H11,player 1
4848,S12,Player 2
4849,S11,Player 2
4850,S3,player 1
4851,S7,Player 2
4852,H7,Player 2
4853,C10,Player 2
4854,S12,player 1
4855,C12,Player 2
4856,S12,player 1
4857,D11,player 1
4858,D11,Player 2
4859,D9,Player 2
4860,C9,Player 2
4861,S7,player 1
4862,D13,player 1
4863,D5,Player 2
4864,Tie,Tie
4865,S11,player 1
4866,C7,player 1
4867,H13,Player 2
4868,Tie,Tie
4869,H8,player 1
4870,S7,Player 2
4871,Tie,Tie
4872,H13,Player 2
4873,D13,Player 2
4874,H4,player 1
4875,Tie,Tie
4876,D13,Player 2
4877,C13,Player 2
4878,D12,Player 2
4879,D6,player 1
4880,C4,player 1
4881,D8,player 1
4882,C13,player 1
4883,H12,Player 2
4884,H13,player 1
4885,C7,Player 2
4886,D4,player 1
4887,H13,Player 2
4888,H4,Player 2
4889,C8,player 1
4890,D8,player 1
4891,H11,Player 2
4892,C10,player 1
4893,H12,Player 2
4894,C8,player 1
4895,S9,player 1
4896,S12,player 1
4897,C9,Player 2
4898,S11,Player 2
4899,H11,Player 2
4900,D13,Player 2
4901,D7,player 1
4902,C9,player 1
4903,C12,Player 2
4904,D5,player 1
4905,S10,Player 2
4906,H4,player 1
4907,D8,player 1
4908,S5,Player 2
4909,D12,player 1
4910,D11,player 1
4911,C10,player 1
4912,D9,Player 2
4913,D9,player 1
4914,D9,Player 2
4915,S13,player 1
4916,D13,player 1
4917,H10,Player 2
4918,D12,player 1
4919,C6,player 1
4920,S3,player 1
4921,S13,player 1
4922,S12,player 1
4923,C9,Player 2
4924,H4,Player 2
4925,D7,player 1
4926,S9,player 1
4927,H8,Player 2
4928,D4,Player 2
4929,D7,player 1
4930,C8,Player 2
4931,C8,player 1
4932,C9,Player 2
4933,C4,player 1
4934,C10,Player 2
4935,H13,Player 2
4936,D13,player 1
4937,D13,Player 2
4938,C6,Player 2
4939,S11,Player 2
4940,H6,player 1
4941,H9,Player 2
4942,Tie,Tie
4943,S8,player 1
4944,C8,player 1
4945,H13,Player 2
4946,H5,player 1
4947,S11,player 1
4948,D7,Player 2
4949,S7,player 1
4950,S10,player 1
4951,C9,player 1
4952,D7,Player 2
4953,H12,Player 2
4954,D8,Player 2
4955,C3,Player 2
4956,C8,player 1
4957,S11,player 1
4958,S12,player 1
4959,H12,player 1
4960,H11,player 1
4961,H8,player 1
4962,C8,player 1
4963,H11,player 1
4964,D4,Player 2
4965,H13,Player 2
4966,H12,player 1
4967,D13,Player 2
4968,D12,Player 2
4969,D8,player 1
4970,D9,Player 2
4971,D10,Player 2
4972,C13,player 1
4973,D13,Player 2
4974,S10,Player 2
4975,D13,Player 2
4976,H10,Player 2
4977,C13,Player 2
4978,D4,player 1
4979,Tie,Tie
4980,H2,player 1
4981,S11,Player 2
4982,H10,Player 2
4983,D12,Player 2
4984,S5,Player 2
4985,H12,player 1
4986,D8,player 1
4987,C7,Player 2
4988,Tie,Tie
4989,C11,player 1
4990,S8,player 1
4991,C8,player 1
4992,S12,player 1
4993,C9,Player 2
4994,D12,player 1
4995,S10,player 1
4996,H3,Player 2
4997,S3,Player 2
4998,C11,player 1
4999,D11,Player 2
5000,D3,player 1
5001,D3,Player 2
5002,D11,player 1
5003,S5,Player 2
5004,S12,player 1
5005,C10,Player 2
5006,C11,player 1
5007,C11,player 1
5008,S13,player 1
5009,D3,player 1
5010,S8,Player 2
5011,H7,Player 2
5012,Tie,Tie
5013,H6,Player 2
5014,H8,player 1
5015,C12,Player 2
5016,D3,Player 2
5017,D8,Player 2
5018,D10,player 1
5019,C13,Player 2
5020,C7,Player 2
5021,S13,Player 2
5022,D5,Player 2
5023,S8,player 1
5024,D13,player 1
5025,C7,player 1
5026,D8,player 1
5027,Tie,Tie
5028,D7,player 1
5029,H11,Player 2
5030,H10,Player 2
5031,Tie,Tie
5032,C8,player 1
5033,C6,Player 2
5034,C7,Player 2
5035,H11,player 1
5036,D11,player 1
5037,H9,Player 2
5038,H13,player 1
5039,D13,player 1
5040,H9,player 1
5041,S11,player 1
5042,Tie,Tie
5043,H10,Player 2
5044,D6,player 1
5045,D12,Player 2
5046,C9,player 1
5047,C9,player 1
5048,H10,player 1
5049,C7,Player 2
5050,D13,player 1
5051,D12,Player 2
5052,S12,player 1
5053,H7,Player 2
5054,C9,Player 2
5055,Tie,Tie
5056,H7,player 1
5057,C8,Player 2
5058,C10,Player 2
5059,H4,Player 2
5060,D2,Player 2
5061,H6,player 1
5062,H11,player 1
5063,D10,player 1
5064,C7,player 1
5065,Tie,Tie
5066,S10,player 1
5067,D11,Player 2
5068,H8,player 1
5069,H7,Player 2
5070,D11,player 1
5071,S10,Player 2
5072,H7,player 1
5073,D5,player 1
5074,H10,player 1
5075,D13,player 1
5076,S11,Player 2
5077,H10,Player 2
5078,D10,player 1
5079,D13,Player 2
5080,C11,Player 2
5081,C4,Player 2
5082,S12,Player 2
5083,H12,Player 2
5084,C7,Player 2
5085,H7,player 1
5086,H10,player 1
5087,S12,player 1
5088,H13,Player 2
5089,C9,player 1
5090,H8,player 1
5091,C6,Player 2
5092,C10,Player 2
5093,S7,player 1
5094,Tie,Tie
5095,C9,Player 2
5096,S8,Player 2
5097,S9,player 1
5098,D7,Player 2
5099,D12,Player 2
5100,C8,Player 2
5101,C5,player 1
5102,C13,player 1
5103,C8,Player 2
5104,H6,Player 2
5105,H12,player 1
5106,D13,Player 2
5107,S11,player 1
5108,D9,player 1
5109,S10,player 1
5110,H11,Player 2
5111,C9,player 1
5112,H12,player 1
5113,S9,player 1
5114,H6,player 1
5115,C13,Player 2
5116,H13,Player 2
5117,D11,Player 2
5118,C6,player 1
5119,C5,Player 2
5120,H13,Player 2
5121,H13,Player 2
5122,D9,player 1
5123,C4,Player 2
5124,H12,Player 2
5125,C4,player 1
5126,S5,Player 2
5127,S9,player 1
5128,Tie,Tie
5129,D12,Player 2
5130,H9,Player 2
5131,D4,Player 2
5132,S10,Player 2
5133,D5,player 1
5134,H9,player 1
5135,D13,player 1
5136,Tie,Tie
5137,S7,Player 2
5138,C5,Player 2
5139,H9,Player 2
5140,D13,Player 2
5141,Tie,Tie
5142,C8,Player 2
5143,D4,Player 2
5144,H12,Player 2
5145,C10,player 1
5146,Tie,Tie
5147,H10,Player 2
5148,S11,player 1
5149,C8,player 1
5150,C10,Player 2
5151,C5,Player 2
5152,D10,player 1
5153,D9,Player 2
5154,D12,player 1
5155,Tie,Tie
5156,H8,Player 2
5157,D9,Player 2
5158,S8,Player 2
5159,C6,player 1
5160,D13,player 1
5161,S13,Player 2
5162,S5,player 1
5163,C12,Player 2
5164,Tie,Tie
5165,C7,player 1
5166,H6,player 1
5167,S6,player 1
5168,S11,Player 2
5169,S9,player 1
5170,Tie,Tie
5171,Tie,Tie
5172,S12,player 1
5173,H11,Player 2
5174,H4,Player 2
5175,D8,Player 2
5176,S12,Player 2
5177,H13,player 1
5178,C8,Player 2
5179,H13,Player 2
5180,D5,player 1
5181,D13,player 1
5182,D3,Player 2
5183,C8,player 1
5184,Tie,Tie
5185,H7,player 1
5186,H9,Player 2
5187,S8,Player 2
5188,C6,player 1
5189,S7,player 1
5190,C13,Player 2
5191,D10,Player 2
5192,C9,player 1
5193,H12,Player 2
5194,C12,Player 2
5195,D10,player 1
5196,D5,Player 2
5197,S5,player 1
5198,S7,Player 2
5199,C13,player 1
5200,Tie,Tie
5201,C9,Player 2
5202,S10,player 1
5203,D11,player 1
5204,D3,Player 2
5205,Tie,Tie
5206,D13,Player 2
5207,C13,Player 2
5208,H10,Player 2
5209,H12,Player 2
5210,S12,Player 2
5211,S9,player 1
5212,D7,Player 2
5213,C12,Player 2
5214,H12,player 1
5215,Tie,Tie
5216,S11,player 1
5217,H7,player 1
5218,H13,player 1
5219,S10,Player 2
5220,C12,player 1
5221,H11,Player 2
5222,S5,player 1
5223,S12,player 1
5224,D12,Player 2
5225,C13,player 1
5226,D13,Player 2
5227,Tie,Tie
5228,D7,Player 2
5229,D13,Player 2
5230,H9,Player 2
5231,S7,player 1
5232,D13,Player 2
5233,C7,player 1
5234,D9,Player 2
5235,C5,Player 2
5236,S3,Player 2
5237,C11,Player 2
5238,H13,player 1
5239,D4,player 1
5240,H12,player 1
5241,Tie,Tie
5242,H7,player 1
5243,H6,player 1
5244,D9,player 1
5245,S12,player 1
5246,S6,Player 2
5247,D10,Player 2
5248,H6,player 1
5249,C11,Player 2
5250,H13,player 1
5251,C7,Player 2
5252,D9,Player 2
5253,C7,Player 2
5254,H9,Player 2
5255,H8,player 1
5256,C12,Player 2
5257,C9,Player 2
5258,S8,Player 2
5259,D12,Player 2
5260,C11,player 1
5261,Tie,Tie
5262,D11,player 1
5263,C12,player 1
5264,H12,Player 2
5265,S5,player 1
5266,D8,Player 2
5267,S4,player 1
5268,S8,player 1
5269,D8,Player 2
5270,C8,Player 2
5271,C6,Player 2
5272,S12,Player 2
5273,H8,player 1
5274,Tie,Tie
5275,C13,player 1
5276,C13,player 1
5277,D12,player 1
5278,C12,player 1
5279,S10,player 1
5280,S8,Player 2
5281,D9,Player 2
5282,H3,Player 2
5283,D8,Player 2
5284,S9,player 1
5285,D11,player 1
5286,D7,Player 2
5287,D5,player 1
5288,H12,Player 2
5289,H8,Player 2
5290,C10,Player 2
5291,C11,Player 2
5292,H5,Player 2
5293,S13,player 1
5294,S12,Player 2
5295,S12,player 1
5296,Tie,Tie
5297,S12,Player 2
5298,H7,Player 2
5299,D9,player 1
5300,C4,Player 2
5301,Tie,Tie
5302,S9,player 1
5303,S12,Player 2
5304,C11,player 1
5305,D9,Player 2
5306,H9,player 1
5307,D12,Player 2
5308,S12,Player 2
5309,C11,Player 2
5310,H9,Player 2
5311,D9,player 1
5312,H12,player 1
5313,D13,Player 2
5314,S11,Player 2
5315,H13,player 1
5316,S6,player 1
5317,C5,Player 2
5318,D6,player 1
5319,C3,Player 2
5320,H9,Player 2
5321,H13,Player 2
5322,H10,Player 2
5323,C11,Player 2
5324,C10,Player 2
5325,C9,player 1
5326,H13,player 1
5327,S11,player 1
5328,C13,player 1
5329,C11,player 1
5330,C11,Player 2
5331,H13,Player 2
5332,H11,Player 2
5333,Tie,Tie
5334,C12,Player 2
5335,C10,player 1
5336,S7,player 1
5337,C11,Player 2
5338,S6,Player 2
5339,D13,Player 2
5340,S7,Player 2
5341,D13,player 1
5342,Tie,Tie
5343,C13,Player 2
5344,S7,player 1
5345,S8,player 1
5346,C5,Player 2
5347,D7,player 1
5348,H12,player 1
5349,H2,player 1
5350,H7,player 1
5351,D8,player 1
5352,H6,player 1
5353,C12,player 1
5354,S4,Player 2
5355,C12,player 1
5356,H11,Player 2
5357,C12,player 1
5358,C12,player 1
5359,C9,Player 2
5360,C11,player 1
5361,S5,Player 2
5362,S11,Player 2
5363,S10,Player 2
5364,H3,Player 2
5365,S7,Player 2
5366,S13,Player 2
5367,D12,Player 2
5368,Tie,Tie
5369,D11,player 1
5370,S10,Player 2
5371,C10,player 1
5372,H6,player 1
5373,S13,Player 2
5374,D12,Player 2
5375,C12,Player 2
5376,H10,player 1
5377,Tie,Tie
5378,D5,player 1
5379,S6,player 1
5380,S13,player 1
5381,H7,Player 2
5382,D7,player 1
5383,D12,player 1
5384,H7,player 1
5385,C9,Player 2
5386,S11,player 1
5387,H11,player 1
5388,S11,player 1
5389,C10,Player 2
5390,S11,Player 2
5391,C10,Player 2
5392,D8,Player 2
5393,D7,Player 2
5394,S8,player 1
5395,S6,Player 2
5396,S8,player 1
5397,H2,player 1
5398,S13,player 1
5399,D10,player 1
5400,H10,player 1
5401,S11,player 1
5402,H11,Player 2
5403,H3,player 1
5404,C10,player 1
5405,S10,player 1
5406,S11,Player 2
5407,C11,Player 2
